chrom	start	end	pas	score	strand	polyAsite_exon_idx	nr_polyAsites_on_exon	exon	gene	M323K_WT_1	M323K_HOM_1	M323K_WT_2	M323K_HOM_2	M323K_WT_3	M323K_HOM_3	M323K_WT_4	M323K_HOM_4	M323K_WT_1	M323K_HOM_5
chr1	9576722	9576739	chr1:+:9576739:TE	8	+	1	2	ENSMUST00000144177:14:14:9576190:9577970	ENSMUST00000144177	26.955237	21.900012	25.358392	20.816038	23.851123	21.594527	20.112923	24.620024	26.955237	23.567176
chr1	9577881	9577886	chr1:+:9577886:TE	2	+	2	2	ENSMUST00000144177:14:14:9576190:9577970	ENSMUST00000144177	0.740832	0.843986	0.839821	0.777666	1.279721	0.666679	0.846298	0.88698	0.740832	0.581556
chr4	155957681	155957717	chr4:+:155957708:TE	9	+	1	2	ENSMUST00000166489:7:7:155957080:155959604	ENSMUST00000166489	71.172776	78.460345	43.053419	74.964018	80.850934	107.151682	94.671027	96.685016	71.172776	75.706831
chr4	155959588	155959605	chr4:+:155959601:TE	5	+	2	2	ENSMUST00000166489:7:7:155957080:155959604	ENSMUST00000166489	1.410341	1.595039	1.429795	1.130955	1.649708	1.033995	1.934033	1.520537	1.410341	1.537747
chr8	47826535	47826550	chr8:-:47826536:TE	1	-	1	2	ENSMUST00000057561:23:23:47823958:47828784	ENSMUST00000057561	10.086357	10.069036	8.914699	10.824857	10.860216	10.936844	12.994362	11.188616	10.086357	11.101839
chr8	47823936	47823964	chr8:-:47823959:TE	5	-	2	2	ENSMUST00000057561:23:23:47823958:47828784	ENSMUST00000057561	0.644202	0.424838	0.873414	0.467461	0.757386	0.628111	0.564199	0.608215	0.644202	0.788477
chr14	60903597	60903633	chr14:+:60903633:TE	9	+	1	2	ENSMUST00000063562:19:19:60903367:60904229	ENSMUST00000063562	14.064302	14.630354	15.599673	13.110463	10.361821	13.935981	11.91171	13.025931	14.064302	14.621669
chr14	60904206	60904237	chr14:+:60904229:TE	6	+	2	2	ENSMUST00000063562:19:19:60903367:60904229	ENSMUST00000063562	1.605903	1.661419	1.652348	2.1025	2.045812	2.034932	1.898453	1.983033	1.605903	2.842437
chr14	120430072	120430096	chr14:+:120430083:TE	7	+	1	2	ENSMUST00000167459:10:10:120428934:120431695	ENSMUST00000167459	305.05938	278.361728	281.386195	257.603587	221.311177	287.246875	305.106999	304.153804	305.05938	233.282372
chr14	120431682	120431707	chr14:+:120431691:TE	9	+	2	2	ENSMUST00000167459:10:10:120428934:120431695	ENSMUST00000167459	432.894291	359.467826	362.834126	360.225384	413.426002	352.524496	397.582225	401.664556	432.894291	437.563178
chr12	58958730	58958755	chr12:-:58958731:TE	7	-	1	2	ENSMUST00000021375:20:20:58958382:58960086	ENSMUST00000021375	41.481983	31.403862	33.15613	31.427629	36.805032	30.422975	37.486179	31.073857	41.481983	35.601247
chr12	58958355	58958406	chr12:-:58958384:TE	9	-	2	2	ENSMUST00000021375:20:20:58958382:58960086	ENSMUST00000021375	8.56328	8.995562	6.817246	8.097639	6.178788	7.695277	6.203645	10.149583	8.56328	9.239553
chr1	63752443	63752503	chr1:+:63752465:TE	9	+	1	2	ENSMUST00000027103:12:12:63752296:63754655	ENSMUST00000027103	26.872411	21.183098	32.601848	28.85336	25.322367	24.613867	23.864083	25.762538	26.872411	28.075869
chr1	63754638	63754663	chr1:+:63754657:TE	4	+	2	2	ENSMUST00000027103:12:12:63752296:63754655	ENSMUST00000027103	3.299233	2.18488	2.57825	1.988327	2.761846	2.358171	3.253038	2.122416	3.299233	2.175934
chr16	30513969	30513977	chr16:-:30513970:TE	1	-	1	3	ENSMUST00000089775:12:12:30511854:30514822	ENSMUST00000089775	70.758647	81.026441	63.284705	74.080796	67.113523	73.619374	85.465946	75.99727	70.758647	70.797365
chr16	30513276	30513277	chr16:-:30513277:TE	1	-	2	3	ENSMUST00000089775:12:12:30511854:30514822	ENSMUST00000089775	11.823401	18.220613	15.559782	23.166271	23.509429	24.488979	21.370934	24.43418	11.823401	18.200307
chr16	30511844	30511869	chr16:-:30511857:TE	6	-	3	3	ENSMUST00000089775:12:12:30511854:30514822	ENSMUST00000089775	25.965927	28.069644	23.239944	24.279992	23.05021	24.558769	26.842646	27.234502	25.965927	25.549258
chr14	54470260	54470307	chr14:+:54470294:TE	9	+	1	2	ENSMUST00000022782:7:7:54469264:54471497	ENSMUST00000022782	17.533788	21.32155	18.772097	20.557534	23.106796	26.874699	23.808171	26.862815	17.533788	21.541532
chr14	54471486	54471506	chr14:+:54471497:TE	8	+	2	2	ENSMUST00000022782:7:7:54469264:54471497	ENSMUST00000022782	0.386521	0.352767	0.079783	0.355443	0.245933	0.286507	0.078785	0.251311	0.386521	0.407307
chr8	94863878	94863933	chr8:+:94863911:TE	9	+	1	2	ENSMUST00000109521:9:9:94863451:94864242	ENSMUST00000109521	28.538132	33.107007	26.865871	35.880361	35.806067	45.321325	40.335128	41.612021	28.538132	30.260516
chr8	94864234	94864244	chr8:+:94864238:TE	4	+	2	2	ENSMUST00000109521:9:9:94863451:94864242	ENSMUST00000109521	0.285289	0.627774	0.390517	0.575171	0.504924	0.587706	1.580773	0.64834	0.285289	0.636009
chr5	3841337	3841374	chr5:+:3841357:TE	9	+	1	2	ENSMUST00000171023:16:16:3840873:3844303	ENSMUST00000171023	58.771895	47.889088	46.916595	52.420312	44.992634	40.878634	49.662198	45.54641	58.771895	44.936637
chr5	3844298	3844303	chr5:+:3844303:TE	2	+	2	2	ENSMUST00000171023:16:16:3840873:3844303	ENSMUST00000171023	2.703346	3.320942	2.561454	3.035268	2.842373	2.883433	2.927734	3.691525	2.703346	3.171332
chr13	58410065	58410114	chr13:+:58410092:TE	5	+	1	2	ENSMUST00000225828:3:3:58407909:58411144	ENSMUST00000225828	34.607432	34.631871	34.222702	34.016978	30.920058	33.638829	32.578666	34.207852	34.607432	38.245476
chr13	58411127	58411159	chr13:+:58411147:TE	8	+	2	2	ENSMUST00000225828:3:3:58407909:58411144	ENSMUST00000225828	4.638252	4.483557	5.824158	4.381644	5.488871	3.570315	6.409501	3.535248	4.638252	4.116632
chr14	93013698	93013729	chr14:-:93013704:TE	6	-	1	2	ENSMUST00000195826:5:5:93013409:93015885	ENSMUST00000195826	134.003141	108.673144	122.187644	109.648798	123.242775	94.170723	137.428144	109.195655	134.003141	112.878497
chr14	93013408	93013412	chr14:-:93013411:TE	2	-	2	2	ENSMUST00000195826:5:5:93013409:93015885	ENSMUST00000195826	1.739344	0.347077	0.589974	1.691047	1.797703	0.811769	1.728176	1.005244	1.739344	1.034603
chr7	143557686	143557710	chr7:-:143557706:TE	9	-	1	2	ENSMUST00000010899:23:23:143557229:143558006	ENSMUST00000010899	15.690911	19.976862	14.20977	19.497667	15.319651	20.307083	19.886736	19.374172	15.690911	14.079319
chr7	143557221	143557234	chr7:-:143557228:TE	4	-	2	2	ENSMUST00000010899:23:23:143557229:143558006	ENSMUST00000010899	1.396537	0.832606	0.415711	0.932769	1.253604	1.915555	1.321547	1.757065	1.396537	1.180537
chr13	91701207	91701268	chr13:+:91701244:TE	9	+	1	2	ENSMUST00000004094:17:17:91700665:91703429	ENSMUST00000004094	86.433453	73.479879	78.483364	67.068874	71.078916	71.466901	77.678987	64.753745	86.433453	83.550213
chr13	91702877	91702878	chr13:+:91702878:TE	1	+	2	2	ENSMUST00000004094:17:17:91700665:91703429	ENSMUST00000004094	13.415499	12.857035	14.314747	12.823955	12.388046	12.279385	15.037676	13.644705	13.415499	13.713396
chr1	34812725	34812775	chr1:+:34812753:TE	8	+	1	2	ENSMUST00000047664:10:10:34811677:34813309	ENSMUST00000047664	303.5248	297.198735	270.548306	309.000654	323.575671	323.080419	348.547762	358.68194	303.5248	283.622906
chr1	34813285	34813317	chr1:+:34813310:TE	3	+	2	2	ENSMUST00000047664:10:10:34811677:34813309	ENSMUST00000047664	10.162281	11.216478	8.872708	13.080305	11.617602	14.430022	11.441544	13.363828	10.162281	11.951303
chr2	26920813	26920852	chr2:-:26920827:TE	9	-	1	2	ENSMUST00000015011:6:6:26920039:26922171	ENSMUST00000015011	26.508897	22.793309	21.902529	24.441557	23.396257	24.61754	30.611595	23.528194	26.508897	24.211897
chr2	26920020	26920060	chr2:-:26920021:TE	9	-	2	2	ENSMUST00000015011:6:6:26920039:26922171	ENSMUST00000015011	16.427141	16.054698	14.060702	15.650266	18.273021	20.338305	18.168725	21.661313	16.427141	15.919824
chr17	31612621	31612670	chr17:-:31612645:TE	7	-	1	2	ENSMUST00000236853:17:17:31608893:31613293	ENSMUST00000236853	18.725561	26.184426	15.141971	23.442008	24.760857	24.672637	25.671044	29.054922	18.725561	18.420297
chr17	31608890	31608897	chr17:-:31608895:TE	3	-	2	2	ENSMUST00000236853:17:17:31608893:31613293	ENSMUST00000236853	0.70402	0.796571	0.736943	0.86168	0.811796	0.863193	1.087735	1.233324	0.70402	0.977972
chr3	103735354	103735432	chr3:-:103735399:TE	8	-	1	2	ENSMUST00000029440:3:3:103731664:103736663	ENSMUST00000029440	30.997602	32.160605	31.27913	32.095431	46.298471	35.809668	40.068278	37.747324	30.997602	33.529862
chr3	103733627	103733631	chr3:-:103733630:TE	3	-	2	2	ENSMUST00000029440:3:3:103731664:103736663	ENSMUST00000029440	0.92719	0.787088	1.203043	1.206352	1.451656	1.039505	1.374917	1.539543	0.92719	0.555419
chr10	83595740	83595754	chr10:+:83595741:TE	1	+	1	2	ENSMUST00000038388:33:33:83594170:83596473	ENSMUST00000038388	32.373432	32.209916	31.894299	29.611638	29.966796	29.816903	33.656235	33.905857	32.373432	34.017759
chr10	83596458	83596496	chr10:+:83596486:TE	9	+	2	2	ENSMUST00000038388:33:33:83594170:83596473	ENSMUST00000038388	19.125886	14.218792	15.301537	14.711034	14.825609	14.277586	16.53204	16.005761	19.125886	17.771219
chr17	74703043	74703087	chr17:+:74703070:TE	9	+	1	2	ENSMUST00000183249:18:18:74702203:74703347	ENSMUST00000183249	52.642777	47.741154	44.709966	44.35714	51.769931	52.223198	48.97601	50.238955	52.642777	46.931788
chr17	74703334	74703373	chr17:+:74703368:TE	9	+	2	2	ENSMUST00000183249:18:18:74702203:74703347	ENSMUST00000183249	24.049427	26.732543	25.072853	27.476826	22.249296	18.913118	29.061319	28.904981	24.049427	30.62426
chr3	10418140	10418178	chr3:-:10418147:TE	9	-	1	2	ENSMUST00000099223:7:7:10417816:10419223	ENSMUST00000099223	44.714495	40.847022	48.075548	42.416205	43.029525	38.58107	51.009159	41.333256	44.714495	45.61403
chr3	10417813	10417832	chr3:-:10417819:TE	7	-	2	2	ENSMUST00000099223:7:7:10417816:10419223	ENSMUST00000099223	11.678455	8.360202	8.740436	12.541754	9.813369	9.86428	7.8937	11.057681	11.678455	8.679778
chr12	31331535	31331571	chr12:-:31331552:TE	6	-	1	2	ENSMUST00000110857:14:14:31331276:31332242	ENSMUST00000110857	110.772771	82.942005	92.084263	81.280134	86.226632	78.278782	94.64053	84.461591	110.772771	93.338651
chr12	31331265	31331282	chr12:-:31331275:TE	5	-	2	2	ENSMUST00000110857:14:14:31331276:31332242	ENSMUST00000110857	7.18745	5.606342	7.447112	5.59015	6.955762	6.387631	7.029612	6.38203	7.18745	5.89615
chr2	130418959	130418984	chr2:-:130418962:TE	9	-	1	2	ENSMUST00000153663:6:6:130418224:130419333	ENSMUST00000153663	7.070113	24.170239	13.292265	30.634883	23.176441	35.993327	29.861871	30.374833	7.070113	19.934085
chr2	130418180	130418225	chr2:-:130418199:TE	8	-	2	2	ENSMUST00000153663:6:6:130418224:130419333	ENSMUST00000153663	25.294117	20.578084	22.607979	22.500623	21.761783	18.784557	25.856568	23.243093	25.294117	22.700287
chr4	154318473	154318506	chr4:-:154318481:TE	8	-	1	2	ENSMUST00000105638:17:17:154316124:154320922	ENSMUST00000105638	17.023028	16.342981	14.083797	15.389607	11.558839	17.076536	20.234912	17.929662	17.023028	11.546174
chr4	154316116	154316145	chr4:-:154316124:TE	6	-	2	2	ENSMUST00000105638:17:17:154316124:154320922	ENSMUST00000105638	9.184475	13.680158	9.468981	12.780871	8.163661	10.409745	10.658782	12.78518	9.184475	9.248265
chr8	3642766	3642800	chr8:+:3642794:TE	9	+	1	2	ENSMUST00000160708:19:19:3642645:3643644	ENSMUST00000160708	13.051985	34.157722	12.326471	17.636438	28.465083	31.934481	24.123309	39.056675	13.051985	14.218718
chr8	3643626	3643681	chr8:+:3643660:TE	5	+	2	2	ENSMUST00000160708:19:19:3642645:3643644	ENSMUST00000160708	2.558401	3.080074	2.385091	2.613045	3.236301	3.395839	3.926518	4.215266	2.558401	3.487158
chrX	20682669	20682743	chrX:+:20682703:TE	9	+	1	2	ENSMUST00000089217:26:26:20682377:20683179	ENSMUST00000089217	213.718491	251.974366	195.785349	265.259615	248.62277	293.423299	306.713186	304.248837	213.718491	244.155509
chrX	20683158	20683199	chrX:+:20683176:TE	9	+	2	2	ENSMUST00000089217:26:26:20682377:20683179	ENSMUST00000089217	3.856007	3.47836	3.720407	2.830619	3.847868	3.682346	2.92011	6.008232	3.856007	3.522008
chr9	75057263	75057291	chr9:+:75057283:TE	7	+	1	2	ENSMUST00000166549:2:2:75056634:75058076	ENSMUST00000166549	323.209761	299.061193	331.046905	281.523828	296.753767	296.633644	389.924879	340.232761	323.209761	272.695316
chr9	75058049	75058102	chr9:+:75058076:TE	9	+	2	2	ENSMUST00000166549:2:2:75056634:75058076	ENSMUST00000166549	163.537485	125.160266	150.210368	135.148068	142.976157	121.506403	150.605489	137.872555	163.537485	151.746913
chr4	154318473	154318506	chr4:-:154318481:TE	8	-	1	2	ENSMUST00000141164:17:17:154316124:154320922	ENSMUST00000141164	17.023028	16.342981	14.083797	15.389607	11.558839	17.076536	20.234912	17.929662	17.023028	11.546174
chr4	154316116	154316145	chr4:-:154316124:TE	6	-	2	2	ENSMUST00000141164:17:17:154316124:154320922	ENSMUST00000141164	9.184475	13.680158	9.468981	12.780871	8.163661	10.409745	10.658782	12.78518	9.184475	9.248265
chr19	46330532	46330561	chr19:-:46330541:TE	4	-	1	2	ENSMUST00000235485:9:9:46329811:46330834	ENSMUST00000235485	630.013086	635.583982	542.564199	620.523876	650.389819	731.176202	726.347451	741.244753	630.013086	626.255233
chr19	46329811	46329834	chr19:-:46329812:TE	3	-	2	2	ENSMUST00000235485:9:9:46329811:46330834	ENSMUST00000235485	0.25538	0.259834	0.4703	0.771204	0.450514	0.194678	1.562983	0.175284	0.25538	1.065097
chr13	64363777	64363831	chr13:-:64363797:TE	9	-	1	2	ENSMUST00000021933:8:8:64363213:64364200	ENSMUST00000021933	100.233172	86.575885	93.127741	87.436838	86.533504	86.831742	95.766386	89.908069	100.233172	89.69249
chr13	64363210	64363234	chr13:-:64363220:TE	9	-	2	2	ENSMUST00000021933:8:8:64363213:64364200	ENSMUST00000021933	2.45947	1.323825	1.196745	1.538099	1.368953	1.539055	1.949281	1.547991	2.45947	2.114947
chr1	86606237	86606277	chr1:+:86606264:TE	8	+	1	2	ENSMUST00000121534:8:8:86605057:86609375	ENSMUST00000121534	36.58375	38.375755	30.57578	38.848849	40.953243	45.837404	51.908827	45.115591	36.58375	40.020637
chr1	86608194	86608195	chr1:+:86608195:TE	1	+	2	2	ENSMUST00000121534:8:8:86605057:86609375	ENSMUST00000121534	1.43795	1.084854	1.704836	1.150343	1.173077	1.184595	1.237679	1.334693	1.43795	1.202318
chr12	64983660	64983686	chr12:+:64983668:TE	1	+	1	2	ENSMUST00000223311:3:3:64983327:64984959	ENSMUST00000223311	15.36881	11.174753	14.373535	13.440056	12.805914	11.976349	11.693146	12.295229	15.36881	12.826904
chr12	64984825	64984826	chr12:+:64984826:TE	1	+	2	2	ENSMUST00000223311:3:3:64983327:64984959	ENSMUST00000223311	0.144945	0.163107	0.161666	0.269275	0.152348	0.246102	0.099116	0.135159	0.144945	0.38117
chr3	122933561	122933584	chr3:-:122933569:TE	4	-	1	2	ENSMUST00000090379:16:16:122931492:122934595	ENSMUST00000090379	12.93925	8.777454	12.383159	11.333248	7.845907	12.615479	12.252262	14.164222	12.93925	8.21584
chr3	122931475	122931511	chr3:-:122931494:TE	6	-	2	2	ENSMUST00000090379:16:16:122931492:122934595	ENSMUST00000090379	17.69944	10.782157	15.030695	11.65207	13.245546	9.417991	13.218008	14.113537	17.69944	13.963879
chr10	108277555	108277601	chr10:+:108277575:TE	9	+	1	2	ENSMUST00000219759:15:15:108277206:108279984	ENSMUST00000219759	65.356556	91.84084	85.451778	81.654965	72.630686	85.862027	61.584074	83.627407	65.356556	72.154329
chr10	108279958	108279993	chr10:+:108279984:TE	9	+	2	2	ENSMUST00000219759:15:15:108277206:108279984	ENSMUST00000219759	42.324047	38.483861	37.306944	37.26982	33.655787	36.153109	38.830598	39.791601	42.324047	41.66729
chr10	18540741	18540791	chr10:-:18540760:TE	8	-	1	2	ENSMUST00000020000:4:4:18539497:18541332	ENSMUST00000020000	58.507312	46.906651	53.985788	50.175635	64.360382	44.314878	55.299103	55.0561	58.507312	48.425973
chr10	18540025	18540069	chr10:-:18540039:TE	3	-	2	2	ENSMUST00000020000:4:4:18539497:18541332	ENSMUST00000020000	10.070252	7.544665	8.614463	7.100244	9.571789	7.77425	9.82265	9.315399	10.070252	8.037235
chr2	32379089	32379134	chr2:-:32379109:TE	9	-	1	2	ENSMUST00000146423:2:2:32377096:32379533	ENSMUST00000146423	115.861963	137.169522	113.212058	153.12487	178.22289	222.889382	186.907359	237.940765	115.861963	124.914746
chr2	32377090	32377103	chr2:-:32377099:TE	7	-	2	2	ENSMUST00000146423:2:2:32377096:32379533	ENSMUST00000146423	2.873599	3.442325	2.588748	4.004658	3.13401	3.818253	3.852817	4.284957	2.873599	3.060248
chr11	78843874	78843900	chr11:+:78843896:TE	8	+	1	2	ENSMUST00000147875:4:4:78839122:78846870	ENSMUST00000147875	6.718103	7.12931	6.132792	6.650017	6.825178	7.103898	7.166849	8.048285	6.718103	7.157277
chr11	78846854	78846876	chr11:+:78846869:TE	6	+	2	2	ENSMUST00000147875:4:4:78839122:78846870	ENSMUST00000147875	5.926655	5.684103	5.763271	6.025298	5.558515	5.46383	6.033369	5.71046	5.926655	5.872191
chr1	92439460	92439518	chr1:-:92439486:TE	9	-	1	2	ENSMUST00000027478:10:10:92439009:92439907	ENSMUST00000027478	244.904752	248.881015	209.33376	244.292783	276.750512	259.044328	282.015513	275.151678	244.904752	249.446144
chr1	92438999	92439028	chr1:-:92439000:TE	8	-	2	2	ENSMUST00000027478:10:10:92439009:92439907	ENSMUST00000027478	17.973225	12.695824	17.06726	17.60628	15.985628	14.60817	20.179001	16.388007	17.973225	15.172731
chr8	82122781	82122806	chr8:+:82122791:TE	4	+	1	2	ENSMUST00000172031:23:23:82122602:82127914	ENSMUST00000172031	3.612131	5.113227	6.724866	5.863733	6.224492	4.96428	6.765302	2.437082	3.612131	8.45761
chr8	82127888	82127924	chr8:+:82127913:TE	7	+	2	2	ENSMUST00000172031:23:23:82122602:82127914	ENSMUST00000172031	2.530792	2.689375	2.257019	2.47733	2.015343	2.978935	2.203425	2.595472	2.530792	2.892533
chr13	55028254	55028296	chr13:-:55028271:TE	9	-	1	2	ENSMUST00000026997:15:15:55027879:55028718	ENSMUST00000026997	25.965927	29.215189	24.218335	26.460043	19.874848	29.027173	24.224967	27.591406	25.965927	31.347394
chr13	55027879	55027880	chr13:-:55027880:TE	2	-	2	2	ENSMUST00000026997:15:15:55027879:55028718	ENSMUST00000026997	0.0	0.37932	0.0	0.400681	0.411339	0.369153	0.0	0.0	0.0	0.11544
chr4	114960771	114960803	chr4:-:114960778:TE	2	-	1	2	ENSMUST00000030491:6:6:114959335:114961755	ENSMUST00000030491	67.224741	54.263553	59.522307	55.334945	54.459956	48.685942	60.481091	54.688637	67.224741	62.612019
chr4	114959334	114959363	chr4:-:114959336:TE	8	-	2	2	ENSMUST00000030491:6:6:114959335:114961755	ENSMUST00000030491	2.986335	2.39161	3.275302	2.918941	3.736872	2.185532	4.079005	2.777091	2.986335	3.325978
chr10	123113220	123113267	chr10:-:123113244:TE	9	-	1	2	ENSMUST00000020334:21:21:123111735:123113687	ENSMUST00000020334	68.110518	55.34651	65.002138	56.780413	47.495489	59.407906	54.063965	65.243696	68.110518	60.54499
chr10	123111710	123111760	chr10:-:123111736:TE	9	-	2	2	ENSMUST00000020334:21:21:123111735:123113687	ENSMUST00000020334	42.33325	31.054888	32.87059	32.390557	31.905965	32.726048	37.262533	35.713606	42.33325	33.359969
chr5	74596119	74596165	chr5:+:74596148:TE	9	+	1	2	ENSMUST00000113536:18:18:74595838:74598800	ENSMUST00000113536	71.609913	58.077611	59.192677	60.313302	64.908833	64.397898	69.632801	70.041834	71.609913	56.380439
chr5	74598775	74598817	chr5:+:74598809:TE	9	+	2	2	ENSMUST00000113536:18:18:74595838:74598800	ENSMUST00000113536	38.191954	36.727612	36.120697	35.242718	34.554639	33.578222	38.085958	39.060899	38.191954	38.541699
chr8	119348224	119348279	chr8:+:119348256:TE	9	+	1	2	ENSMUST00000034300:4:4:119348035:119348922	ENSMUST00000034300	481.977853	493.989697	550.586588	484.501203	423.402601	464.892069	490.258225	487.298227	481.977853	555.457867
chr8	119348907	119348952	chr8:+:119348952:TE	9	+	2	2	ENSMUST00000034300:4:4:119348035:119348922	ENSMUST00000034300	238.182048	207.392943	218.840533	202.268643	208.276742	185.200891	242.452981	211.143418	238.182048	214.594168
chr5	96264389	96264428	chr5:+:96264415:TE	9	+	1	2	ENSMUST00000036437:9:9:96264200:96266709	ENSMUST00000036437	19.604436	16.153321	16.714536	12.860576	16.753896	19.673462	20.628835	18.926458	19.604436	15.514695
chr5	96266495	96266517	chr5:+:96266509:TE	6	+	2	2	ENSMUST00000036437:9:9:96264200:96266709	ENSMUST00000036437	8.648407	9.010735	7.976199	8.422923	8.12231	7.607121	9.82265	8.667059	8.648407	8.736409
chr17	65580041	65580081	chr17:-:65580054:TE	9	-	1	2	ENSMUST00000024897:6:6:65578326:65580847	ENSMUST00000024897	105.163615	81.652318	92.630147	86.557925	82.357	78.289801	97.115888	86.140517	105.163615	96.886796
chr17	65578315	65578334	chr17:-:65578334:TE	2	-	2	2	ENSMUST00000024897:6:6:65578326:65580847	ENSMUST00000024897	0.706321	0.515875	0.598372	0.788437	0.568039	0.842991	0.673481	0.703248	0.706321	0.779764
chr14	20316755	20316777	chr14:+:20316760:TE	9	+	1	2	ENSMUST00000225722:8:8:20316023:20317575	ENSMUST00000225722	14.317381	16.667299	12.418852	14.646408	15.704873	19.388792	19.924857	24.941026	14.317381	15.155306
chr14	20317553	20317589	chr14:+:20317577:TE	7	+	2	2	ENSMUST00000225722:8:8:20316023:20317575	ENSMUST00000225722	7.590076	7.645185	7.766244	7.322127	6.923116	7.550187	8.587512	7.482308	7.590076	8.398801
chr8	92918405	92918430	chr8:+:92918427:TE	1	+	1	2	ENSMUST00000046290:14:14:92918034:92919279	ENSMUST00000046290	60.531946	55.386339	54.372105	57.269417	59.006448	47.707044	60.013466	61.928081	60.531946	64.99923
